Impact Probabilities and Periods of Close Approaches:

Overall Impact Probabilities (1/distance method):

Time: 2024-01-01 00:00:00, Probability: 1.666667E-09
Time: 2024-08-07 22:18:03.840055, Probability: 3.903891E-09
Time: 2024-08-07 22:48:03.942730, Probability: 3.905167E-09
Time: 2024-08-07 23:18:04.045405, Probability: 3.906444E-09
Time: 2024-08-07 23:48:04.148081, Probability: 3.907721E-09
Time: 2024-08-08 00:18:04.250756, Probability: 3.909000E-09
Time: 2024-08-08 00:48:04.353431, Probability: 3.910279E-09
Time: 2024-08-08 01:18:04.456106, Probability: 3.911560E-09
Time: 2024-08-08 01:48:04.558782, Probability: 3.912841E-09
Time: 2024-08-08 02:18:04.661457, Probability: 3.914122E-09
Time: 2024-08-08 02:48:04.764132, Probability: 3.915405E-09
Time: 2024-08-08 03:18:04.866807, Probability: 3.916688E-09
Time: 2024-08-08 03:48:04.969483, Probability: 3.917972E-09
Time: 2024-08-08 04:18:05.072158, Probability: 3.919257E-09
Time: 2024-08-08 04:48:05.174833, Probability: 3.920543E-09
Time: 2024-08-08 05:18:05.277508, Probability: 3.921830E-09
Time: 2024-08-08 05:48:05.380184, Probability: 3.923117E-09
Time: 2024-08-08 06:18:05.482859, Probability: 3.924406E-09
Time: 2024-08-08 06:48:05.585534, Probability: 3.925695E-09
Time: 2024-08-08 07:18:05.688209, Probability: 3.926985E-09
Time: 2024-08-08 07:48:05.790885, Probability: 3.928275E-09
Time: 2024-08-08 08:18:05.893560, Probability: 3.929567E-09
Time: 2024-08-08 08:48:05.996235, Probability: 3.930859E-09
Time: 2024-08-08 09:18:06.098910, Probability: 3.932152E-09
Time: 2024-08-08 09:48:06.201586, Probability: 3.933446E-09
Time: 2024-08-08 10:18:06.304261, Probability: 3.934741E-09
Time: 2024-08-08 10:48:06.406936, Probability: 3.936036E-09
Time: 2024-08-08 11:18:06.509612, Probability: 3.937333E-09
Time: 2024-08-08 11:48:06.612287, Probability: 3.938630E-09
Time: 2024-08-08 12:18:06.714962, Probability: 3.939928E-09
Time: 2024-08-08 12:48:06.817637, Probability: 3.941227E-09
Time: 2024-08-08 13:18:06.920313, Probability: 3.942527E-09
Time: 2024-08-08 13:48:07.022988, Probability: 3.943827E-09
Time: 2024-08-08 14:18:07.125663, Probability: 3.945128E-09
Time: 2024-08-08 14:48:07.228338, Probability: 3.946430E-09
Time: 2024-08-08 15:18:07.331014, Probability: 3.947733E-09
Time: 2024-08-08 15:48:07.433689, Probability: 3.949037E-09
Time: 2024-08-08 16:18:07.536364, Probability: 3.950342E-09
Time: 2024-08-08 16:48:07.639039, Probability: 3.951647E-09
Time: 2024-08-08 17:18:07.741715, Probability: 3.952953E-09
Time: 2024-08-08 17:48:07.844390, Probability: 3.954261E-09
Time: 2024-08-08 18:18:07.947065, Probability: 3.955568E-09
Time: 2024-08-08 18:48:08.049740, Probability: 3.956877E-09
Time: 2024-08-08 19:18:08.152416, Probability: 3.958187E-09
Time: 2024-08-08 19:48:08.255091, Probability: 3.959497E-09
Time: 2024-08-08 20:18:08.357766, Probability: 3.960808E-09
Time: 2024-08-08 20:48:08.460442, Probability: 3.962120E-09
Time: 2024-08-08 21:18:08.563117, Probability: 3.963433E-09
Time: 2024-08-08 21:48:08.665792, Probability: 3.964747E-09
Time: 2024-08-08 22:18:08.768467, Probability: 3.966061E-09
Time: 2024-08-08 22:48:08.871143, Probability: 3.967377E-09
Time: 2024-08-08 23:18:08.973818, Probability: 3.968693E-09
Time: 2024-08-08 23:48:09.076493, Probability: 3.970010E-09
Time: 2024-08-09 00:18:09.179168, Probability: 3.971328E-09
Time: 2024-08-09 00:48:09.281844, Probability: 3.972647E-09
Time: 2024-08-09 01:18:09.384519, Probability: 3.973966E-09
Time: 2024-08-09 01:48:09.487194, Probability: 3.975287E-09
Time: 2024-08-09 02:18:09.589869, Probability: 3.976608E-09
Time: 2024-08-09 02:48:09.692545, Probability: 3.977930E-09
Time: 2024-08-09 03:18:09.795220, Probability: 3.979253E-09
Time: 2024-08-09 03:48:09.897895, Probability: 3.980576E-09
Time: 2024-08-09 04:18:10.000570, Probability: 3.981901E-09
Time: 2024-08-09 04:48:10.103246, Probability: 3.983226E-09
Time: 2024-08-09 05:18:10.205921, Probability: 3.984553E-09
Time: 2024-08-09 05:48:10.308596, Probability: 3.985880E-09
Time: 2024-08-09 06:18:10.411271, Probability: 3.987208E-09
Time: 2024-08-09 06:48:10.513947, Probability: 3.988536E-09
Time: 2024-08-09 07:18:10.616622, Probability: 3.989866E-09
Time: 2024-08-09 07:48:10.719297, Probability: 3.991197E-09
Time: 2024-08-09 08:18:10.821973, Probability: 3.992528E-09
Time: 2024-08-09 08:48:10.924648, Probability: 3.993860E-09
Time: 2024-08-09 09:18:11.027323, Probability: 3.995193E-09
Time: 2024-08-09 09:48:11.129998, Probability: 3.996527E-09
Time: 2024-08-09 10:18:11.232674, Probability: 3.997862E-09
Time: 2024-08-09 10:48:11.335349, Probability: 3.999197E-09
Time: 2024-08-09 11:18:11.438024, Probability: 4.000534E-09
Time: 2024-08-09 11:48:11.540699, Probability: 4.001871E-09
Time: 2024-08-09 12:18:11.643375, Probability: 4.003209E-09
Time: 2024-08-09 12:48:11.746050, Probability: 4.004548E-09
Time: 2024-08-09 13:18:11.848725, Probability: 4.005888E-09
Time: 2024-08-09 13:48:11.951400, Probability: 4.007228E-09
Time: 2024-08-09 14:18:12.054076, Probability: 4.008570E-09
Time: 2024-08-09 14:48:12.156751, Probability: 4.009912E-09
Time: 2024-08-09 15:18:12.259426, Probability: 4.011255E-09
Time: 2024-08-09 15:48:12.362101, Probability: 4.012600E-09
Time: 2024-08-09 16:18:12.464777, Probability: 4.013944E-09
Time: 2024-08-09 16:48:12.567452, Probability: 4.015290E-09
Time: 2024-08-09 17:18:12.670127, Probability: 4.016637E-09
Time: 2024-08-09 17:48:12.772802, Probability: 4.017984E-09
Time: 2024-08-09 18:18:12.875478, Probability: 4.019333E-09
Time: 2024-08-09 18:48:12.978153, Probability: 4.020682E-09
Time: 2024-08-09 19:18:13.080828, Probability: 4.022032E-09
Time: 2024-08-09 19:48:13.183504, Probability: 4.023383E-09
Time: 2024-08-09 20:18:13.286179, Probability: 4.024735E-09
Time: 2024-08-09 20:48:13.388854, Probability: 4.026087E-09
Time: 2024-08-09 21:18:13.491529, Probability: 4.027441E-09
Time: 2024-08-09 21:48:13.594205, Probability: 4.028795E-09
Time: 2024-08-09 22:18:13.696880, Probability: 4.030151E-09
Time: 2024-08-09 22:48:13.799555, Probability: 4.031507E-09
Time: 2024-08-09 23:18:13.902230, Probability: 4.032864E-09
Time: 2024-08-09 23:48:14.004906, Probability: 4.034222E-09
Time: 2024-08-10 00:18:14.107581, Probability: 4.035580E-09
Time: 2024-08-10 00:48:14.210256, Probability: 4.036940E-09
Time: 2024-08-10 01:18:14.312931, Probability: 4.038300E-09
Time: 2024-08-10 01:48:14.415607, Probability: 4.039662E-09
Time: 2024-08-10 02:18:14.518282, Probability: 4.041024E-09
Time: 2024-08-10 02:48:14.620957, Probability: 4.042387E-09
Time: 2024-08-10 03:18:14.723632, Probability: 4.043751E-09
Time: 2024-08-10 03:48:14.826308, Probability: 4.045116E-09
Time: 2024-08-10 04:18:14.928983, Probability: 4.046482E-09
Time: 2024-08-10 04:48:15.031658, Probability: 4.047848E-09
Time: 2024-08-10 05:18:15.134333, Probability: 4.049216E-09
Time: 2024-08-10 05:48:15.237009, Probability: 4.050584E-09
Time: 2024-08-10 06:18:15.339684, Probability: 4.051953E-09
Time: 2024-08-10 06:48:15.442359, Probability: 4.053323E-09
Time: 2024-08-10 07:18:15.545035, Probability: 4.054694E-09
Time: 2024-08-10 07:48:15.647710, Probability: 4.056066E-09
Time: 2024-08-10 08:18:15.750385, Probability: 4.057439E-09
Time: 2024-08-10 08:48:15.853060, Probability: 4.058812E-09
Time: 2024-08-10 09:18:15.955736, Probability: 4.060187E-09
Time: 2024-08-10 09:48:16.058411, Probability: 4.061562E-09
Time: 2024-08-10 10:18:16.161086, Probability: 4.062938E-09
Time: 2024-08-10 10:48:16.263761, Probability: 4.064315E-09
Time: 2024-08-10 11:18:16.366437, Probability: 4.065693E-09
Time: 2024-08-10 11:48:16.469112, Probability: 4.067072E-09
Time: 2024-08-10 12:18:16.571787, Probability: 4.068452E-09
Time: 2024-08-10 12:48:16.674462, Probability: 4.069833E-09
Time: 2024-08-10 13:18:16.777138, Probability: 4.071214E-09
Time: 2024-08-10 13:48:16.879813, Probability: 4.072597E-09
Time: 2024-08-10 14:18:16.982488, Probability: 4.073980E-09
Time: 2024-08-10 14:48:17.085163, Probability: 4.075364E-09
Time: 2024-08-10 15:18:17.187839, Probability: 4.076749E-09
Time: 2024-08-10 15:48:17.290514, Probability: 4.078135E-09
Time: 2024-08-10 16:18:17.393189, Probability: 4.079522E-09
Time: 2024-08-10 16:48:17.495864, Probability: 4.080910E-09
Time: 2024-08-10 17:18:17.598540, Probability: 4.082298E-09
Time: 2024-08-10 17:48:17.701215, Probability: 4.083688E-09
Time: 2024-08-10 18:18:17.803890, Probability: 4.085078E-09
Time: 2024-08-10 18:48:17.906566, Probability: 4.086470E-09
Time: 2024-08-10 19:18:18.009241, Probability: 4.087862E-09
Time: 2024-08-10 19:48:18.111916, Probability: 4.089255E-09
Time: 2024-08-10 20:18:18.214591, Probability: 4.090649E-09
Time: 2024-08-10 20:48:18.317267, Probability: 4.092044E-09
Time: 2024-08-10 21:18:18.419942, Probability: 4.093440E-09
Time: 2024-08-10 21:48:18.522617, Probability: 4.094836E-09
Time: 2024-08-10 22:18:18.625292, Probability: 4.096234E-09
Time: 2024-08-10 22:48:18.727968, Probability: 4.097632E-09
Time: 2024-08-10 23:18:18.830643, Probability: 4.099032E-09
Time: 2024-08-10 23:48:18.933318, Probability: 4.100432E-09
Time: 2024-08-11 00:18:19.035993, Probability: 4.101833E-09
Time: 2024-08-11 00:48:19.138669, Probability: 4.103235E-09
Time: 2024-08-11 01:18:19.241344, Probability: 4.104638E-09
Time: 2024-08-11 01:48:19.344019, Probability: 4.106042E-09
Time: 2024-08-11 02:18:19.446694, Probability: 4.107447E-09
Time: 2024-08-11 02:48:19.549370, Probability: 4.108853E-09
Time: 2024-08-11 03:18:19.652045, Probability: 4.110260E-09
Time: 2024-08-11 03:48:19.754720, Probability: 4.111667E-09
Time: 2024-08-11 04:18:19.857395, Probability: 4.113075E-09
Time: 2024-08-11 04:48:19.960071, Probability: 4.114485E-09
Time: 2024-08-11 05:18:20.062746, Probability: 4.115895E-09
Time: 2024-08-11 05:48:20.165421, Probability: 4.117306E-09
Time: 2024-08-11 06:18:20.268097, Probability: 4.118718E-09
Time: 2024-08-11 06:48:20.370772, Probability: 4.120131E-09
Time: 2024-08-11 07:18:20.473447, Probability: 4.121545E-09
Time: 2024-08-11 07:48:20.576122, Probability: 4.122960E-09
Time: 2024-08-11 08:18:20.678798, Probability: 4.124376E-09
Time: 2024-08-11 08:48:20.781473, Probability: 4.125792E-09
Time: 2024-08-11 09:18:20.884148, Probability: 4.127210E-09
Time: 2024-08-11 09:48:20.986823, Probability: 4.128628E-09
Time: 2024-08-11 10:18:21.089499, Probability: 4.130048E-09
Time: 2024-08-11 10:48:21.192174, Probability: 4.131468E-09
Time: 2024-08-11 11:18:21.294849, Probability: 4.132889E-09
Time: 2024-08-11 11:48:21.397524, Probability: 4.134311E-09
Time: 2024-08-11 12:18:21.500200, Probability: 4.135734E-09
Time: 2024-08-11 12:48:21.602875, Probability: 4.137158E-09
Time: 2024-08-11 13:18:21.705550, Probability: 4.138583E-09
Time: 2024-08-11 13:48:21.808225, Probability: 4.140009E-09
Time: 2024-08-11 14:18:21.910901, Probability: 4.141436E-09
Time: 2024-08-11 14:48:22.013576, Probability: 4.142864E-09
Time: 2024-08-11 15:18:22.116251, Probability: 4.144292E-09
Time: 2024-08-11 15:48:22.218926, Probability: 4.145722E-09
Time: 2024-08-11 16:18:22.321602, Probability: 4.147152E-09
Time: 2024-08-11 16:48:22.424277, Probability: 4.148583E-09
Time: 2024-08-11 17:18:22.526952, Probability: 4.150016E-09
Time: 2024-08-11 17:48:22.629628, Probability: 4.151449E-09
Time: 2024-08-11 18:18:22.732303, Probability: 4.152883E-09
Time: 2024-08-11 18:48:22.834978, Probability: 4.154318E-09
Time: 2024-08-11 19:18:22.937653, Probability: 4.155754E-09
Time: 2024-08-11 19:48:23.040329, Probability: 4.157191E-09
Time: 2024-08-11 20:18:23.143004, Probability: 4.158629E-09
Time: 2024-08-11 20:48:23.245679, Probability: 4.160068E-09
Time: 2024-08-11 21:18:23.348354, Probability: 4.161508E-09
Time: 2024-08-11 21:48:23.451030, Probability: 4.162948E-09
Time: 2024-08-11 22:18:23.553705, Probability: 4.164390E-09
Time: 2024-08-11 22:48:23.656380, Probability: 4.165832E-09
Time: 2024-08-11 23:18:23.759055, Probability: 4.167276E-09
Time: 2024-08-11 23:48:23.861731, Probability: 4.168720E-09
Time: 2024-08-12 00:18:23.964406, Probability: 4.170166E-09
Time: 2024-08-12 00:48:24.067081, Probability: 4.171612E-09
Time: 2024-08-12 01:18:24.169756, Probability: 4.173059E-09
Time: 2024-08-12 01:48:24.272432, Probability: 4.174507E-09
Time: 2024-08-12 02:18:24.375107, Probability: 4.175956E-09
Time: 2024-08-12 02:48:24.477782, Probability: 4.177406E-09
Time: 2024-08-12 03:18:24.580457, Probability: 4.178857E-09
Time: 2024-08-12 03:48:24.683133, Probability: 4.180309E-09
Time: 2024-08-12 04:18:24.785808, Probability: 4.181762E-09
Time: 2024-08-12 04:48:24.888483, Probability: 4.183216E-09
Time: 2024-08-12 05:18:24.991159, Probability: 4.184671E-09
Time: 2024-08-12 05:48:25.093834, Probability: 4.186126E-09
Time: 2024-08-12 06:18:25.196509, Probability: 4.187583E-09
Time: 2024-08-12 06:48:25.299184, Probability: 4.189041E-09
Time: 2024-08-12 07:18:25.401860, Probability: 4.190499E-09
Time: 2024-08-12 07:48:25.504535, Probability: 4.191959E-09
Time: 2024-08-12 08:18:25.607210, Probability: 4.193419E-09
Time: 2024-08-12 08:48:25.709885, Probability: 4.194880E-09
Time: 2024-08-12 09:18:25.812561, Probability: 4.196343E-09
Time: 2024-08-12 09:48:25.915236, Probability: 4.197806E-09
Time: 2024-08-12 10:18:26.017911, Probability: 4.199270E-09
Time: 2024-08-12 10:48:26.120586, Probability: 4.200736E-09
Time: 2024-08-12 11:18:26.223262, Probability: 4.202202E-09
Time: 2024-08-12 11:48:26.325937, Probability: 4.203669E-09
Time: 2024-08-12 12:18:26.428612, Probability: 4.205137E-09
Time: 2024-08-12 12:48:26.531287, Probability: 4.206606E-09
Time: 2024-08-12 13:18:26.633963, Probability: 4.208076E-09
Time: 2024-08-12 13:48:26.736638, Probability: 4.209547E-09
Time: 2024-08-12 14:18:26.839313, Probability: 4.211019E-09
Time: 2024-08-12 14:48:26.941988, Probability: 4.212492E-09
Time: 2024-08-12 15:18:27.044664, Probability: 4.213965E-09
Time: 2024-08-12 15:48:27.147339, Probability: 4.215440E-09
Time: 2024-08-12 16:18:27.250014, Probability: 4.216916E-09
Time: 2024-08-12 16:48:27.352690, Probability: 4.218393E-09
Time: 2024-08-12 17:18:27.455365, Probability: 4.219870E-09
Time: 2024-08-12 17:48:27.558040, Probability: 4.221349E-09
Time: 2024-08-12 18:18:27.660715, Probability: 4.222828E-09
Time: 2024-08-12 18:48:27.763391, Probability: 4.224309E-09
Time: 2024-08-12 19:18:27.866066, Probability: 4.225790E-09
Time: 2024-08-12 19:48:27.968741, Probability: 4.227273E-09
Time: 2024-08-12 20:18:28.071416, Probability: 4.228756E-09
Time: 2024-08-12 20:48:28.174092, Probability: 4.230241E-09
Time: 2024-08-12 21:18:28.276767, Probability: 4.231726E-09
Time: 2024-08-12 21:48:28.379442, Probability: 4.233213E-09
Time: 2024-08-12 22:18:28.482117, Probability: 4.234700E-09
Time: 2024-08-12 22:48:28.584793, Probability: 4.236188E-09
Time: 2024-08-12 23:18:28.687468, Probability: 4.237677E-09
Time: 2024-08-12 23:48:28.790143, Probability: 4.239168E-09
Time: 2024-08-13 00:18:28.892818, Probability: 4.240659E-09
Time: 2024-08-13 00:48:28.995494, Probability: 4.242151E-09
Time: 2024-08-13 01:18:29.098169, Probability: 4.243644E-09
Time: 2024-08-13 01:48:29.200844, Probability: 4.245138E-09
Time: 2024-08-13 02:18:29.303519, Probability: 4.246634E-09
Time: 2024-08-13 02:48:29.406195, Probability: 4.248130E-09
Time: 2024-08-13 03:18:29.508870, Probability: 4.249627E-09
Time: 2024-08-13 03:48:29.611545, Probability: 4.251125E-09
Time: 2024-08-13 04:18:29.714221, Probability: 4.252624E-09
Time: 2024-08-13 04:48:29.816896, Probability: 4.254124E-09
Time: 2024-08-13 05:18:29.919571, Probability: 4.255625E-09
Time: 2024-08-13 05:48:30.022246, Probability: 4.257127E-09
Time: 2024-08-13 06:18:30.124922, Probability: 4.258630E-09
Time: 2024-08-13 06:48:30.227597, Probability: 4.260134E-09
Time: 2024-08-13 07:18:30.330272, Probability: 4.261639E-09
Time: 2024-08-13 07:48:30.432947, Probability: 4.263145E-09
Time: 2024-08-13 08:18:30.535623, Probability: 4.264652E-09
Time: 2024-08-13 08:48:30.638298, Probability: 4.266160E-09
Time: 2024-08-13 09:18:30.740973, Probability: 4.267668E-09
Time: 2024-08-13 09:48:30.843648, Probability: 4.269178E-09
Time: 2024-08-13 10:18:30.946324, Probability: 4.270689E-09
Time: 2024-08-13 10:48:31.048999, Probability: 4.272201E-09
Time: 2024-08-13 11:18:31.151674, Probability: 4.273714E-09
Time: 2024-08-13 11:48:31.254349, Probability: 4.275228E-09
Time: 2024-08-13 12:18:31.357025, Probability: 4.276743E-09
Time: 2024-08-13 12:48:31.459700, Probability: 4.278258E-09
Time: 2024-08-13 13:18:31.562375, Probability: 4.279775E-09
Time: 2024-08-13 13:48:31.665050, Probability: 4.281293E-09
Time: 2024-08-13 14:18:31.767726, Probability: 4.282812E-09
Time: 2024-08-13 14:48:31.870401, Probability: 4.284332E-09
Time: 2024-08-13 15:18:31.973076, Probability: 4.285853E-09
Time: 2024-08-13 15:48:32.075752, Probability: 4.287374E-09
Time: 2024-08-13 16:18:32.178427, Probability: 4.288897E-09
Time: 2024-08-13 16:48:32.281102, Probability: 4.290421E-09
Time: 2024-08-13 17:18:32.383777, Probability: 4.291946E-09
Time: 2024-08-13 17:48:32.486453, Probability: 4.293472E-09
Time: 2024-08-13 18:18:32.589128, Probability: 4.294999E-09
Time: 2024-08-13 18:48:32.691803, Probability: 4.296526E-09
Time: 2024-08-13 19:18:32.794478, Probability: 4.298055E-09
Time: 2024-08-13 19:48:32.897154, Probability: 4.299585E-09
Time: 2024-08-13 20:18:32.999829, Probability: 4.301116E-09
Time: 2024-08-13 20:48:33.102504, Probability: 4.302648E-09
Time: 2024-08-13 21:18:33.205179, Probability: 4.304181E-09
Time: 2024-08-13 21:48:33.307855, Probability: 4.305714E-09
Time: 2024-08-13 22:18:33.410530, Probability: 4.307249E-09
Time: 2024-08-13 22:48:33.513205, Probability: 4.308785E-09
Time: 2024-08-13 23:18:33.615880, Probability: 4.310322E-09
Time: 2024-08-13 23:48:33.718556, Probability: 4.311860E-09
Time: 2024-08-14 00:18:33.821231, Probability: 4.313399E-09
Time: 2024-08-14 00:48:33.923906, Probability: 4.314939E-09
Time: 2024-08-14 01:18:34.026581, Probability: 4.316480E-09
Time: 2024-08-14 01:48:34.129257, Probability: 4.318022E-09
Time: 2024-08-14 02:18:34.231932, Probability: 4.319565E-09
Time: 2024-08-14 02:48:34.334607, Probability: 4.321109E-09
Time: 2024-08-14 03:18:34.437283, Probability: 4.322654E-09
Time: 2024-08-14 03:48:34.539958, Probability: 4.324200E-09
Time: 2024-08-14 04:18:34.642633, Probability: 4.325747E-09
Time: 2024-08-14 04:48:34.745308, Probability: 4.327295E-09
Time: 2024-08-14 05:18:34.847984, Probability: 4.328844E-09
Time: 2024-08-14 05:48:34.950659, Probability: 4.330394E-09
Time: 2024-08-14 06:18:35.053334, Probability: 4.331945E-09
Time: 2024-08-14 06:48:35.156009, Probability: 4.333497E-09
Time: 2024-08-14 07:18:35.258685, Probability: 4.335051E-09
Time: 2024-08-14 07:48:35.361360, Probability: 4.336605E-09
Time: 2024-08-14 08:18:35.464035, Probability: 4.338160E-09
Time: 2024-08-14 08:48:35.566710, Probability: 4.339716E-09
Time: 2024-08-14 09:18:35.669386, Probability: 4.341274E-09
Time: 2024-08-14 09:48:35.772061, Probability: 4.342832E-09
Time: 2024-08-14 10:18:35.874736, Probability: 4.344391E-09
Time: 2024-08-14 10:48:35.977411, Probability: 4.345952E-09
Time: 2024-08-14 11:18:36.080087, Probability: 4.347513E-09
Time: 2024-08-14 11:48:36.182762, Probability: 4.349076E-09
Time: 2024-08-14 12:18:36.285437, Probability: 4.350639E-09
Time: 2024-08-14 12:48:36.388112, Probability: 4.352204E-09
Time: 2024-08-14 13:18:36.490788, Probability: 4.353769E-09
Time: 2024-08-14 13:48:36.593463, Probability: 4.355336E-09
Time: 2024-08-14 14:18:36.696138, Probability: 4.356903E-09
Time: 2024-08-14 14:48:36.798814, Probability: 4.358472E-09
Time: 2024-08-14 15:18:36.901489, Probability: 4.360042E-09
Time: 2024-08-14 15:48:37.004164, Probability: 4.361612E-09
Time: 2024-08-14 16:18:37.106839, Probability: 4.363184E-09
Time: 2024-08-14 16:48:37.209515, Probability: 4.364757E-09
Time: 2024-08-14 17:18:37.312190, Probability: 4.366331E-09
Time: 2024-08-14 17:48:37.414865, Probability: 4.367906E-09
Time: 2024-08-14 18:18:37.517540, Probability: 4.369482E-09
Time: 2024-08-14 18:48:37.620216, Probability: 4.371059E-09
Time: 2024-08-14 19:18:37.722891, Probability: 4.372637E-09
Time: 2024-08-14 19:48:37.825566, Probability: 4.374216E-09
Time: 2024-08-14 20:18:37.928241, Probability: 4.375796E-09
Time: 2024-08-14 20:48:38.030917, Probability: 4.377377E-09
Time: 2024-08-14 21:18:38.133592, Probability: 4.378959E-09
Time: 2024-08-14 21:48:38.236267, Probability: 4.380542E-09
Time: 2024-08-14 22:18:38.338942, Probability: 4.382127E-09
Time: 2024-08-14 22:48:38.441618, Probability: 4.383712E-09
Time: 2024-08-14 23:18:38.544293, Probability: 4.385298E-09
Time: 2024-08-14 23:48:38.646968, Probability: 4.386886E-09
Time: 2024-08-15 00:18:38.749643, Probability: 4.388474E-09
Time: 2024-08-15 00:48:38.852319, Probability: 4.390064E-09
Time: 2024-08-15 01:18:38.954994, Probability: 4.391655E-09
Time: 2024-08-15 01:48:39.057669, Probability: 4.393246E-09
Time: 2024-08-15 02:18:39.160345, Probability: 4.394839E-09
Time: 2024-08-15 02:48:39.263020, Probability: 4.396433E-09
Time: 2024-08-15 03:18:39.365695, Probability: 4.398028E-09
Time: 2024-08-15 03:48:39.468370, Probability: 4.399623E-09
Time: 2024-08-15 04:18:39.571046, Probability: 4.401220E-09
Time: 2024-08-15 04:48:39.673721, Probability: 4.402818E-09
Time: 2024-08-15 05:18:39.776396, Probability: 4.404418E-09
Time: 2024-08-15 05:48:39.879071, Probability: 4.406018E-09
Time: 2024-08-15 06:18:39.981747, Probability: 4.407619E-09
Time: 2024-08-15 06:48:40.084422, Probability: 4.409221E-09
Time: 2024-08-15 07:18:40.187097, Probability: 4.410825E-09
Time: 2024-08-15 07:48:40.289772, Probability: 4.412429E-09
Time: 2024-08-15 08:18:40.392448, Probability: 4.414034E-09
Time: 2024-08-15 08:48:40.495123, Probability: 4.415641E-09
Time: 2024-08-15 09:18:40.597798, Probability: 4.417249E-09
Time: 2024-08-15 09:48:40.700473, Probability: 4.418857E-09
Time: 2024-08-15 10:18:40.803149, Probability: 4.420467E-09
Time: 2024-08-15 10:48:40.905824, Probability: 4.422078E-09
Time: 2024-08-15 11:18:41.008499, Probability: 4.423690E-09
Time: 2024-08-15 11:48:41.111174, Probability: 4.425303E-09
Time: 2024-08-15 12:18:41.213850, Probability: 4.426917E-09
Time: 2024-08-15 12:48:41.316525, Probability: 4.428532E-09
Time: 2024-08-15 13:18:41.419200, Probability: 4.430148E-09
Time: 2024-08-15 13:48:41.521876, Probability: 4.431765E-09
Time: 2024-08-15 14:18:41.624551, Probability: 4.433384E-09
Time: 2024-08-15 14:48:41.727226, Probability: 4.435003E-09
Time: 2024-08-15 15:18:41.829901, Probability: 4.436623E-09
Time: 2024-08-15 15:48:41.932577, Probability: 4.438245E-09
Time: 2024-08-15 16:18:42.035252, Probability: 4.439868E-09
Time: 2024-08-15 16:48:42.137927, Probability: 4.441491E-09
Time: 2024-08-15 17:18:42.240602, Probability: 4.443116E-09
Time: 2024-08-15 17:48:42.343278, Probability: 4.444742E-09
Time: 2024-08-15 18:18:42.445953, Probability: 4.446369E-09
Time: 2024-08-15 18:48:42.548628, Probability: 4.447997E-09
Time: 2024-08-15 19:18:42.651303, Probability: 4.449626E-09
Time: 2024-08-15 19:48:42.753979, Probability: 4.451257E-09
Time: 2024-08-15 20:18:42.856654, Probability: 4.452888E-09
Time: 2024-08-15 20:48:42.959329, Probability: 4.454520E-09
Time: 2024-08-15 21:18:43.062004, Probability: 4.456154E-09
Time: 2024-08-15 21:48:43.164680, Probability: 4.457788E-09
Time: 2024-08-15 22:18:43.267355, Probability: 4.459424E-09
Time: 2024-08-15 22:48:43.370030, Probability: 4.461061E-09
Time: 2024-08-15 23:18:43.472705, Probability: 4.462699E-09
Time: 2024-08-15 23:48:43.575381, Probability: 4.464338E-09
Time: 2024-08-16 00:18:43.678056, Probability: 4.465978E-09
Time: 2024-08-16 00:48:43.780731, Probability: 4.467619E-09
Time: 2024-08-16 01:18:43.883407, Probability: 4.469261E-09
Time: 2024-08-16 01:48:43.986082, Probability: 4.470905E-09
Time: 2024-08-16 02:18:44.088757, Probability: 4.472549E-09
Time: 2024-08-16 02:48:44.191432, Probability: 4.474195E-09
Time: 2024-08-16 03:18:44.294108, Probability: 4.475841E-09
Time: 2024-08-16 03:48:44.396783, Probability: 4.477489E-09
Time: 2024-08-16 04:18:44.499458, Probability: 4.479138E-09
Time: 2024-08-16 04:48:44.602133, Probability: 4.480788E-09
Time: 2024-08-16 05:18:44.704809, Probability: 4.482439E-09
Time: 2024-08-16 05:48:44.807484, Probability: 4.484091E-09
Time: 2024-08-16 06:18:44.910159, Probability: 4.485744E-09
Time: 2024-08-16 06:48:45.012834, Probability: 4.487399E-09
Time: 2024-08-16 07:18:45.115510, Probability: 4.489054E-09
Time: 2024-08-16 07:48:45.218185, Probability: 4.490711E-09
Time: 2024-08-16 08:18:45.320860, Probability: 4.492368E-09
Time: 2024-08-16 08:48:45.423535, Probability: 4.494027E-09
Time: 2024-08-16 09:18:45.526211, Probability: 4.495687E-09
Time: 2024-08-16 09:48:45.628886, Probability: 4.497348E-09
Time: 2024-08-16 10:18:45.731561, Probability: 4.499010E-09
Time: 2024-08-16 10:48:45.834236, Probability: 4.500674E-09
Time: 2024-08-16 11:18:45.936912, Probability: 4.502338E-09
Time: 2024-08-16 11:48:46.039587, Probability: 4.504003E-09
Time: 2024-08-16 12:18:46.142262, Probability: 4.505670E-09
Time: 2024-08-16 12:48:46.244938, Probability: 4.507338E-09
Time: 2024-08-16 13:18:46.347613, Probability: 4.509007E-09
Time: 2024-08-16 13:48:46.450288, Probability: 4.510677E-09
Time: 2024-08-16 14:18:46.552963, Probability: 4.512348E-09
Time: 2024-08-16 14:48:46.655639, Probability: 4.514020E-09
Time: 2024-08-16 15:18:46.758314, Probability: 4.515693E-09
Time: 2024-08-16 15:48:46.860989, Probability: 4.517368E-09
Time: 2024-08-16 16:18:46.963664, Probability: 4.519043E-09
Time: 2024-08-16 16:48:47.066340, Probability: 4.520720E-09
